Timestamp,Messages
1737219181.325968,1974
1737219182.3259664,3089
1737219183.3259811,3380
1737219184.3256984,2838
1737219185.3251333,3097
1737219186.3259838,2424
1737219187.3251016,3610
1737219188.3257143,3996
1737219189.325668,3744
1737219190.3265643,3524
1737219191.3256721,3685
1737219192.3267257,2619
1737219193.3256848,3764
1737219194.3256452,3974
1737219195.32566,3354
1737219196.3264372,2357
1737219197.3256583,3052
1737219198.3266172,2798
1737219199.3258224,2224
1737219200.3257067,2162
1737219201.3256786,3867
1737219202.3256447,2393
1737219203.3257205,3781
1737219204.3272536,4055
1737219205.3262389,3816
1737219206.3258908,3483
1737219207.325947,4055
1737219208.3256598,3285
1737219209.3256383,4596
1737219210.326027,4154
1737219211.3263767,4288
1737219212.3258567,4572
1737219213.3265474,4308
1737219214.326087,4315
1737219215.327088,3780
1737219216.325799,4536
1737219217.3278618,4727
1737219218.3273523,4696
1737219219.32595,4212
1737219220.3259645,4393
1737219221.3250751,4609
1737219222.325977,4043
1737219223.3259916,4078
1737219224.3260756,4139
1737219225.3262994,4110
1737219226.325977,4311
1737219227.3260324,4294
1737219228.3260317,4574
1737219229.3264296,4130
1737219230.3263912,4177
1737219231.3259778,3568
1737219232.3259404,2953
1737219233.3259678,4218
1737219234.3259795,4268
1737219235.3252585,4508
1737219236.3260496,4519
1737219237.3263783,4239
1737219238.326124,4331
1737219239.3261468,4081
1737219240.3293586,3019
1737219241.325266,1393
1737219242.325297,2143
1737219243.3260088,2457
1737219244.325987,4560
1737219245.3259673,3844
1737219246.3259935,3628
1737219247.325707,3841
1737219248.3253508,3092
1737219249.3280685,4313
1737219250.3261502,4328
1737219251.3260658,4332
1737219252.3254213,4461
1737219253.3260143,4168
1737219254.3260717,4818
1737219255.325992,4607
1737219256.3261285,4597
1737219257.3260467,4612
1737219258.3260279,4396
1737219259.3258524,4701
1737219260.3260782,4600
1737219261.3259869,4641
1737219262.3260598,3819
1737219263.325991,3957
1737219264.3261657,4569
1737219265.325968,4223
1737219266.3256648,4209
1737219267.3259938,3552
1737219268.326001,4250
1737219269.3259594,4028
1737219270.3260353,4032
1737219271.326025,4532
1737219272.3259752,4708
1737219273.326065,4552
1737219274.3260477,4361
1737219275.326048,3276
1737219276.3259604,4365
1737219277.3254075,3836
1737219278.3255384,4641
1737219279.3259678,4268
1737219280.3260665,4615
1737219281.3262088,3990
1737219282.325548,4368
1737219283.3260179,4418
1737219284.327417,4517
1737219285.3260193,3803
1737219286.3260422,4188
1737219287.3260717,3765
1737219288.32596,4282
1737219289.3261058,3117
1737219290.3260224,3470
1737219291.3259876,3758
1737219292.3260539,4660
1737219293.3259845,4342
1737219294.3259792,4698
1737219295.3259575,4790
1737219296.3259428,4364
1737219297.326013,4515
1737219298.3259938,4297
1737219299.327606,3348
1737219300.3272777,4073
1737219301.3262436,3945
1737219302.3259716,4750
1737219303.3263144,3778
1737219304.3259902,3978
1737219305.3251095,3753
1737219306.3261614,3869
1737219307.3263423,2973
1737219308.326525,2901
1737219309.335737,4213
1737219310.3251033,3048
1737219311.32603,3825
1737219312.326012,4073
1737219313.325975,2775
1737219314.3271422,3808
1737219315.3259509,3167
1737219316.3255212,3666
1737219317.326969,3477
1737219318.3254461,3282
1737219319.325939,3873
1737219320.3259463,3231
1737219321.3260098,3858
1737219322.3259358,3363
1737219323.3252015,3310
1737219324.3250368,3453
1737219325.3259795,3613
1737219326.3255615,4277
1737219327.3259923,2852
1737219328.3271074,3081
1737219329.3252244,3560
1737219330.326007,3699
1737219331.3264923,3665
1737219332.3260198,2369
1737219333.3306856,3159
1737219334.3300498,2798
1737219335.3272102,3231
1737219336.3289862,3500
1737219337.3254917,2981
1737219338.3250434,3401
1737219339.3265443,3178
1737219340.337073,3800
1737219341.3264246,3586
1737219342.3249996,3168
1737219343.3260334,3647
1737219344.3270419,2697
1737219345.3259282,3074
1737219346.325777,3468
1737219347.3258624,3005
1737219348.3260114,3978
1737219349.32642,3782
1737219350.3257217,3204
1737219351.3259869,2976
1737219352.3251915,2267
1737219353.3259256,1524
1737219354.326034,2238
1737219355.3257978,3425
1737219356.3265696,4001
1737219357.3253062,4198
1737219358.3255262,4345
1737219359.327881,3705
1737219360.3259466,4465
1737219361.325873,3889
1737219362.3266776,4419
1737219363.3255444,3727
1737219364.3263888,3740
1737219365.325948,4497
1737219366.3259726,4502
1737219367.3274627,4347
1737219368.3259716,4197
1737219369.3260005,3946
1737219370.3259506,4189
1737219371.3260453,4285
1737219372.325978,4290
1737219373.3256357,4069
1737219374.3260732,4255
1737219375.3259022,3903
1737219376.3255513,4617
1737219377.3274918,4409
1737219378.3259819,4423
1737219379.325952,3258
1737219380.32595,4127
1737219381.3260334,4461
1737219382.3260572,4149
1737219383.3259466,3799
1737219384.3258622,2477
1737219385.3260086,3699
1737219386.32603,4092
1737219387.3259752,3538
1737219388.3259702,3713
1737219389.3259525,3904
1737219390.3259704,3881
1737219391.3259554,4308
1737219392.3255367,3849
1737219393.3251412,4015
1737219394.3259847,3196
1737219395.3259525,2353
1737219396.325078,3217
1737219397.3274527,2447
1737219398.3267648,2954
1737219399.3260295,4140
1737219400.3269799,2726
1737219401.3259983,3783
1737219402.3260887,3515
1737219403.3259377,4583
1737219404.3271902,4755
1737219405.326944,4258
1737219406.3256307,4463
1737219407.3260171,3550
1737219408.3259728,4590
1737219409.3259566,3659
1737219410.326511,3763
1737219411.3260026,3787
1737219412.3255157,4300
1737219413.3260853,4510
1737219414.3273425,4236
1737219415.3260107,4119
1737219416.326609,4208
1737219417.326009,4418
1737219418.3260107,3454
1737219419.3266077,3034
1737219420.3259704,1932
1737219421.3259597,3217
1737219422.3259778,3510
1737219423.3259907,3155
1737219424.325955,4616
1737219425.325435,3894
1737219426.3260217,3031
1737219427.3256774,3987
1737219428.326066,2766
1737219429.3259776,3829
1737219430.3260212,2961
1737219431.3272302,3880
1737219432.3259654,3554
1737219433.3259723,2107
1737219434.325995,2401
1737219435.3251135,2927
1737219436.3260167,3597
1737219437.325974,3990
1737219438.325998,3877
1737219439.3259478,4383
1737219440.3259726,3516
1737219441.325515,4365
1737219442.325996,4515
1737219443.326111,4346
1737219444.326048,4343
1737219445.3260791,3356
1737219446.325948,2950
1737219447.3259935,4518
1737219448.3260353,4277
1737219449.3260078,4384
1737219450.3260527,4170
1737219451.3264704,4209
1737219452.3271763,4252
1737219453.3259912,4233
1737219454.3259676,4314
1737219455.32689,3964
1737219456.3263142,4343
1737219457.3258662,4044
1737219458.3250248,4328
1737219459.3250015,4185
1737219460.3253803,4120
1737219461.3276286,4665
1737219462.3259726,4264
1737219463.3260362,4448
1737219464.32602,4011
1737219465.3259766,2560
1737219466.32625,3362
1737219467.3260674,4492
1737219468.3268235,4247
1737219469.325978,4361
1737219470.3259602,4338
1737219471.325971,4226
1737219472.3259506,4325
1737219473.3260417,4181
1737219474.3260105,4221
1737219475.3260386,4541
1737219476.3260763,3972
1737219477.3260212,4287
1737219478.3260055,4350
1737219479.3260138,3882
1737219480.325048,4296
1737219481.32597,4347
1737219482.32599,4381
1737219483.3259952,4447
1737219484.3259852,4491
1737219485.3261683,4110
1737219486.3271756,4418
1737219487.32549,4323
1737219488.3259616,4353
1737219489.3257978,4506
1737219490.326222,3754
1737219491.3264027,4667
1737219492.325551,3746
1737219493.325116,4500
1737219494.3260202,4469
1737219495.326533,4016
1737219496.32627,4257
1737219497.3261063,4004
1737219498.326684,4075
1737219499.326009,4422
1737219500.3263028,4508
1737219501.325705,4231
1737219502.3262107,4321
1737219503.3274279,3866
1737219504.3259535,4178
1737219505.3260112,4264
1737219506.326145,4034
1737219507.3260229,4499
1737219508.325784,4584
1737219509.32596,4301
1737219510.3261557,4300
1737219511.3288608,4070
1737219512.3260047,4531
1737219513.3254259,4249
1737219514.3261151,4261
1737219515.3250227,4406
1737219516.3260028,4189
1737219517.3262417,4294
1737219518.3256636,4169
1737219519.326352,4249
1737219520.3254368,4290
1737219521.3264112,4472
1737219522.3264604,4361
1737219523.326282,3575
1737219524.3259888,4381
1737219525.3254917,3854
1737219526.3271964,3929
1737219527.3259854,4154
1737219528.3269305,4359
1737219529.3261163,4352
1737219530.3260312,4335
1737219531.3256307,4402
1737219532.3259668,4104
1737219533.3252404,4759
1737219534.3263996,4218
1737219535.3250113,4279
1737219536.3271568,4346
1737219537.3260098,4162
1737219538.3260362,4356
1737219539.3261015,3909
1737219540.3254793,4668
1737219541.3259792,4274
1737219542.32518,4502
1737219543.3260229,4033
1737219544.3257954,3893
1737219545.3254728,4447
1737219546.3250556,4105
1737219547.3251202,4403
1737219548.3253312,4149
1737219549.3279066,4466
1737219550.325943,4177
1737219551.3259838,4071
1737219552.3252075,4334
1737219553.326665,4432
1737219554.3253868,4576
1737219555.3259706,4203
1737219556.3260694,4225
1737219557.325591,4391
1737219558.32597,4311
1737219559.3271956,4582
1737219560.3260183,3598
1737219561.3259575,4676
1737219562.325938,4405
1737219563.3259645,3812
1737219564.325942,4104
1737219565.3263671,4016
1737219566.325845,4461
1737219567.3259697,4227
1737219568.325952,4524
1737219569.3250256,4216
1737219570.3262181,4442
1737219571.3263738,3863
1737219572.3258326,4004
1737219573.326682,4037
1737219574.3259778,4186
1737219575.3259509,4278
1737219576.3263593,4521
1737219577.3263457,3800
1737219578.326036,4443
1737219579.3259954,4392
1737219580.3259556,4511
1737219581.326879,3873
1737219582.3261874,4477
1737219583.3259647,4419
1737219584.32633,4390
1737219585.3259945,4500
1737219586.326533,4272
1737219587.326238,4348
1737219588.3270519,4300
1737219589.3260248,4261
1737219590.3259714,4354
1737219591.3259583,4271
1737219592.3267314,4550
1737219593.3262026,4240
1737219594.3259988,4094
1737219595.3249996,4212
1737219596.327375,4238
1737219597.3260643,4269
1737219598.325995,3907
1737219599.3274128,4375
1737219600.3259447,4184
1737219601.3259635,4207
1737219602.3261244,3349
1737219603.3284502,4398
1737219604.3257368,4634
1737219605.3260384,4163
1737219606.3255348,4627
1737219607.3259683,3732
1737219608.3259513,4376
1737219609.3259873,4564
1737219610.3260095,4275
1737219611.3260317,4468
1737219612.325935,4154
1737219613.3252575,4492
1737219614.325962,4002
1737219615.325325,4536
1737219616.3260138,4514
1737219617.325969,4004
1737219618.3260076,3953
1737219619.3254766,4242
1737219620.3260436,3955
1737219621.3251429,4419
1737219622.3250587,4489
1737219623.3316646,4252
1737219624.3258638,4287
1737219625.3251147,4588
1737219626.326622,4385
1737219627.3252409,4170
1737219628.3264244,4187
1737219629.325982,4525
1737219630.3257065,4519
1737219631.3259902,4077
1737219632.3259907,4137
1737219633.3260093,3877
1737219634.3284655,3669
1737219635.3261075,4219
1737219636.3259435,4409
1737219637.3254256,4356
1737219638.3261132,4029
1737219639.3259947,4290
1737219640.3259785,4250
1737219641.3271854,4621
1737219642.3260012,4387
1737219643.3253758,4363
1737219644.326255,4547
1737219645.3259223,4304
1737219646.3259947,4398
1737219647.3259842,4362
1737219648.3259583,4114
1737219649.3267,4302
1737219650.3260057,4390
1737219651.3261206,4638
1737219652.3262522,3852
1737219653.3259842,4445
1737219654.325982,4287
1737219655.3260138,4613
1737219656.32605,4380
1737219657.3260312,4117
1737219658.325964,4289
1737219659.3254468,4211
1737219660.3260458,2504
1737219661.3256118,4258
1737219662.325988,4684
1737219663.3259616,4171
1737219664.325954,4087
1737219665.3263645,4678
1737219666.325954,4356
1737219667.3256543,4352
1737219668.3260238,3976
1737219669.3264854,4246
1737219670.3262818,4305
1737219671.3260062,4119
1737219672.326022,4283
1737219673.3262393,3894
1737219674.3257642,4616
1737219675.326123,4306
1737219676.3261795,4533
1737219677.3259368,4242
1737219678.3260257,4027
1737219679.3260326,3509
1737219680.3284383,2495
1737219681.3261738,3069
1737219682.3329237,3366
1737219683.3322353,3690
1737219684.3255374,3637
1737219685.3253329,3083
1737219686.32628,3977
1737219687.3260527,3441
1737219688.3250456,3193
1737219689.325938,3652
1737219690.3260946,3856
1737219691.3270144,3796
1737219692.3269644,3190
1737219693.326207,3333
1737219694.3265831,3545
1737219695.3259878,3732
1737219696.3262622,3498
1737219697.3258235,3630
1737219698.3254926,3657
1737219699.3262017,3659
1737219700.3261182,3590
1737219701.3268316,3758
1737219702.3260207,3223
1737219703.3260026,3805
1737219704.3275774,3341
1737219705.3260128,3578
1737219706.3311038,3812
1737219707.3275704,3742
1737219708.3259587,3395
1737219709.3260753,3265
1737219710.3259518,3464
1737219711.3255198,3737
1737219712.32617,3674
1737219713.325581,3169
1737219714.325971,3600
1737219715.3278823,4072
1737219716.3315847,3457
1737219717.3260543,2986
1737219718.3260384,2918
1737219719.3259368,3669
1737219720.3352036,3581
1737219721.325914,3528
1737219722.325966,3868
1737219723.3264732,2943
1737219724.3252337,3304
1737219725.325998,3361
1737219726.3259773,3846
1737219727.3250875,3757
1737219728.3254495,3157
1737219729.3263454,3491
1737219730.3254652,3814
1737219731.3258684,4525
1737219732.3257604,3986
1737219733.32592,4256
1737219734.3277276,4385
1737219735.3270938,3760
1737219736.325637,3793
1737219737.3259876,4063
1737219738.3268092,4494
1737219739.325934,3890
1737219740.3254843,4221
1737219741.32581,4619
1737219742.325632,4340
1737219743.3254795,4506
1737219744.3254728,3795
1737219745.3254912,4332
1737219746.3256607,4033
1737219747.3255312,4274
1737219748.3261304,4685
1737219749.3254566,3605
1737219750.325482,4469
1737219751.3254793,4238
1737219752.3254912,4615
1737219753.3258264,4009
1737219754.3254974,3808
1737219755.3258924,4742
1737219756.3255618,4384
1737219757.3251083,4278
1737219758.325757,4205
1737219759.3250458,4269
1737219760.3250055,4323
1737219761.3250144,4313
1737219762.3260634,4356
1737219763.325525,3853
1737219764.325037,4633
1737219765.3250163,4299
1737219766.3250756,4342
1737219767.325012,4159
1737219768.325055,3981
1737219769.3274813,3757
1737219770.3250432,4188
1737219771.3250127,4332
1737219772.3250265,4135
1737219773.3250878,4456
1737219774.325009,4082
1737219775.3249984,4265
1737219776.3250694,4478
1737219777.3254182,4445
1737219778.3250952,4341
1737219779.325952,4193
1737219780.3251235,4346
1737219781.3249764,4519
1737219782.3250308,4158
1737219783.3250642,4743
1737219784.3254428,4353
1737219785.325105,4463
1737219786.3250682,4374
1737219787.324047,4334
1737219788.3259916,4701
1737219789.3262002,4090
1737219790.325947,4552
1737219791.3254073,4276
1737219792.326822,4289
1737219793.3260627,4127
1737219794.3259697,3702
1737219795.3261056,4414
1737219796.326021,4323
1737219797.3259687,4569
1737219798.3259687,4126
1737219799.3259594,4269
1737219800.3261218,4177
1737219801.3249896,4517
1737219802.3250196,4606
1737219803.3259995,4029
1737219804.325999,4466
1737219805.3262613,4250
1737219806.3261318,4572
1737219807.3254173,4318
1737219808.3251238,4243
1737219809.3261106,4412
1737219810.3259373,4320
1737219811.3259742,3830
1737219812.3259676,4278
1737219813.325962,4606
1737219814.3260384,4340
1737219815.3260238,3618
1737219816.3260365,4354
1737219817.3236217,4397
1737219818.3260462,4544
1737219819.330424,4231
1737219820.325487,4051
1737219821.325981,4529
1737219822.326086,4250
1737219823.3255804,4261
1737219824.326051,4125
1737219825.3276155,4476
1737219826.3259916,4261
1737219827.3275661,4749
1737219828.3259323,4334
1737219829.3261402,4239
1737219830.3276715,4218
1737219831.3259888,4360
1737219832.3260994,4214
1737219833.3286297,4338
1737219834.325952,2325
1737219835.3252263,4090
